Restaurant ID,Restaurant Name,Category,City,Area,Longitude,Latitude,Image,Min Price,Max Price
515,Costa Coffee,Cafe,Giza,Sheikh Zayed,31.206248,30.026619,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203532/SmartEgypt_Restaurants/bipb2sgub5v18bton0oi.jpg,40,220
516,Buffalo Burger,Burgers,Giza,Dokki,31.193148,30.019207,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203533/SmartEgypt_Restaurants/nz9mp7nhkhjnlrmspino.jpg,45,807
517,Seoudi,Casual Dining,Giza,Mohandessin,31.214274,29.997303,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203533/SmartEgypt_Restaurants/erltlijevmxjriews6m0.jpg,20,1738
518,TBS,Bakery,Giza,Sheikh Zayed,31.192575,30.022452,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203534/SmartEgypt_Restaurants/ecl6wvlwcx1oqykitahc.jpg,40,1310
519,El Doksh,Seafood,Giza,6th of October,31.207489,29.999802,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203534/SmartEgypt_Restaurants/x0folnlutmodackb2z1z.png,44,645
520,Gaby’s,European,Giza,Dokki,31.211693,30.007787,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203535/SmartEgypt_Restaurants/h8amrqitxxtximxs5azr.jpg,45,1083
521,The Smokery,Fine Dining,Giza,6th of October,31.210711,29.99973,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203536/SmartEgypt_Restaurants/a2zlvqngfyrh8spczuya.jpg,310,3350
522,Mori Sushi,Asian Cuisine,Giza,Dokki,31.228224,30.024677,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203536/SmartEgypt_Restaurants/hl7b0wh2i2p2xy8fdcrk.jpg,42,1725
523,Kazouza,Egyptian Street Food,Giza,Mohandessin,31.191629,30.016496,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203537/SmartEgypt_Restaurants/yscwh3yvnzeese95kxtg.jpg,17,280
524,Mo Bistro,Steakhouse,Giza,Mohandessin,31.216494,30.027096,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203538/SmartEgypt_Restaurants/hp5rzjc8ngtomnq828xw.jpg,45,1550
525,Gad,Egyptian Cuisine,Giza,6th of October,31.2236,29.99752,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203538/SmartEgypt_Restaurants/ziptdqxnpt7doynkzafa.jpg,11,210
526,Hawawshi El Refaay,Grill,Giza,Mohandessin,31.202897,30.008852,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203539/SmartEgypt_Restaurants/p1osxpwitco1odtp6tth.jpg,60,1400
527,Cilantro,Cafe,Giza,6th of October,31.204691,30.017519,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203539/SmartEgypt_Restaurants/c2ybhz3ntayxqorqubcm.jpg,59,165
528,Mori Sushi,Asian Cuisine,Giza,Sheikh Zayed,31.190926,29.993506,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203540/SmartEgypt_Restaurants/dvhtltjzjdcffxun58ys.jpg,42,1725
529,Lucille’s,American Diner,Giza,Dokki,31.217508,30.000376,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203540/SmartEgypt_Restaurants/u1g7sdwxm5xldxcwekcp.jpg,45,832
530,Crave,International,Giza,Dokki,31.195915,30.02742,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203541/SmartEgypt_Restaurants/ftsn56ylg8qx10wwzglp.jpg,61,1750
531,The Lemon Tree,Mediterranean,Giza,6th of October,31.215022,30.011627,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203542/SmartEgypt_Restaurants/hxkjoliqrx6caovv12qt.jpg,280,2780
532,TBS,Bakery,Giza,6th of October,31.220062,30.001477,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203542/SmartEgypt_Restaurants/lgvfiytlzrrmtxzbx2kt.jpg,40,1310
533,Maison de Curry,Indian,Giza,Haram,31.205176,30.00922,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203543/SmartEgypt_Restaurants/pd8mg3sor6cilxjpthwf.jpg,699,1560
534,Maison Thomas,Italian,Giza,6th of October,31.213551,30.005086,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203544/SmartEgypt_Restaurants/chhsave8g0b9ee6ucllo.webp,47,740
535,Paul,Bakery,Giza,Sheikh Zayed,31.226431,29.999299,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203544/SmartEgypt_Restaurants/pgsylbqj03pwyxai8z7a.jpg,39,1099
536,Paul,Bakery,Giza,6th of October,31.222104,30.006502,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203545/SmartEgypt_Restaurants/edfsprtn7d3nhdr8qdhq.jpg,39,1099
537,Gad,Egyptian Cuisine,Giza,6th of October,31.215607,29.993867,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203546/SmartEgypt_Restaurants/htetxsnj9gwhmaxw9ycu.jpg,11,210
538,Maison Thomas,Italian,Giza,Dokki,31.202795,30.003936,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203546/SmartEgypt_Restaurants/t6vet431u4u26pqxmxvo.webp,47,740
539,Maison Thomas,Italian,Giza,Dokki,31.202084,30.005255,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203547/SmartEgypt_Restaurants/eyvlfwiv8pbzdxdq9wci.webp,47,740
540,Tamara,Lebanese,Giza,Sheikh Zayed,31.19769,29.995676,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203547/SmartEgypt_Restaurants/ffajrb7zvauho5t0bvpj.jpg,30,1650
541,Crave,International,Giza,Haram,31.21111,30.016772,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203548/SmartEgypt_Restaurants/zqeyxz9flv46eyzlzxpv.jpg,61,1750
542,Arabiata,Egyptian Cuisine,Giza,Haram,31.204476,30.010526,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203548/SmartEgypt_Restaurants/uaephlf5mxninm9nfzft.jpg,8,178
543,Arabiata,Egyptian Cuisine,Giza,Haram,31.226871,30.011223,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203549/SmartEgypt_Restaurants/sgzvty350wd8ens232t6.jpg,8,178
544,Maison de Curry,Indian,Giza,Haram,31.195281,30.007676,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203549/SmartEgypt_Restaurants/bvxkgwnun8l2gkedzvzy.jpg,699,1560
545,Koshary Hend,Koshary,Giza,6th of October,31.201507,30.028847,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203550/SmartEgypt_Restaurants/obgsru0m7wfjr7qiitah.jpg,20,280
546,Starbucks,Cafe,Giza,6th of October,31.22184,30.026761,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203551/SmartEgypt_Restaurants/xvplqzlofwxfklbixezz.jpg,20,1100
547,TBS,Bakery,Giza,6th of October,31.203096,30.015187,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203551/SmartEgypt_Restaurants/gguxloyk1dlh75sktmhv.jpg,40,1310
548,Wel3a,Grill,Giza,Mohandessin,31.214959,30.019554,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203552/SmartEgypt_Restaurants/py8vqattlvmor6gcxu6x.jpg,5,340
549,Wel3a,Grill,Giza,Haram,31.20124,30.032713,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203553/SmartEgypt_Restaurants/vuxa0yx5vmeosa2dxqly.jpg,5,340
550,Costa Coffee,Cafe,Giza,Dokki,31.195702,30.013547,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203553/SmartEgypt_Restaurants/abb890mh3wq6ay8a6edx.jpg,40,220
551,Maison Thomas,Italian,Giza,Mohandessin,31.20374,30.028099,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203554/SmartEgypt_Restaurants/ipzis3746dvfujrproym.webp,47,740
552,Makani,Grill,Giza,Haram,31.19279,29.993216,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203554/SmartEgypt_Restaurants/qrgimyn1by54eiw9goij.png,15,320
553,Gaby’s,European,Giza,6th of October,31.196059,30.017771,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203555/SmartEgypt_Restaurants/kd2y9pzcmqhdb65abpix.jpg,45,1083
554,Crave,International,Giza,Sheikh Zayed,31.201802,30.030252,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203556/SmartEgypt_Restaurants/enpluptqftghn6xzk2ad.jpg,61,1750
555,Gad,Egyptian Cuisine,Giza,Haram,31.200328,30.025184,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203556/SmartEgypt_Restaurants/fyuavqftfvakkzdenclf.jpg,11,210
556,Pier 88,Seafood,Giza,6th of October,31.220733,29.996568,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203557/SmartEgypt_Restaurants/jjm5ocxuwtuscx1ama0z.jpg,40,1000
557,Qahwa,Cafe,Giza,Haram,31.226453,29.998265,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203557/SmartEgypt_Restaurants/yywzgpxs39twbvmmhpv7.png,72,815
558,Cilantro,Cafe,Giza,Mohandessin,31.191181,30.003082,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203558/SmartEgypt_Restaurants/ekoj9bhxluudxxo6c6ly.jpg,59,165
559,Fuddruckers,Burgers,Giza,Mohandessin,31.199122,30.008619,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203558/SmartEgypt_Restaurants/qwupezxqugkxjfnkokfl.jpg,30,1020
560,Gad,Egyptian Cuisine,Giza,Sheikh Zayed,31.195258,30.023284,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203559/SmartEgypt_Restaurants/c4x3wobovprasidlaktc.jpg,11,210
561,Seoudi,Casual Dining,Giza,Haram,31.217954,30.032071,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203559/SmartEgypt_Restaurants/udt1ufrus85o2crrqmuj.jpg,20,1738
562,Koshary Hend,Koshary,Giza,Sheikh Zayed,31.190806,30.013467,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203560/SmartEgypt_Restaurants/yrdrp692iv3hjde1ngeg.jpg,20,280
563,Abou Haidar,Sandwiches,Giza,Sheikh Zayed,31.202551,30.022803,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203561/SmartEgypt_Restaurants/ptizrjoh5kjpkkgyvkxk.jpg,10,330
564,Beano's,Cafe,Giza,Mohandessin,31.221767,30.013248,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203561/SmartEgypt_Restaurants/yn91zfzqtuxy1rukpbmu.jpg,80,630
565,Butcher's Burger,Burgers,Giza,Haram,31.206092,30.008051,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203562/SmartEgypt_Restaurants/c9w5nwjvmk0dczcsn8tp.jpg,40,450
566,Fish Market,Seafood,Giza,Mohandessin,31.226031,30.007613,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203562/SmartEgypt_Restaurants/hfpux3cnepzhjnz0cfsp.png,15,435
567,Wel3a,Grill,Giza,Dokki,31.213158,30.006613,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203563/SmartEgypt_Restaurants/m6nezfugo2fyrub7vilj.jpg,5,340
568,Caracas,Lebanese,Giza,6th of October,31.189284,30.014482,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203564/SmartEgypt_Restaurants/cukxbrjbbxoa9taa5q6u.jpg,62,550
569,Zooba,Egyptian Street Food,Giza,Mohandessin,31.226453,30.029407,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203565/SmartEgypt_Restaurants/oulg6rmpyacgbrrm7nhm.jpg,26,460
570,Maison Thomas,Italian,Giza,Dokki,31.195365,30.002556,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203565/SmartEgypt_Restaurants/v3yl6ziypxjlvqmgrv6d.webp,47,740
571,Zooba,Egyptian Street Food,Giza,Mohandessin,31.195811,30.012898,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203566/SmartEgypt_Restaurants/ihe6kfjb1rgaygrmuzpg.jpg,26,460
572,Crave,International,Giza,6th of October,31.206138,30.014513,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203566/SmartEgypt_Restaurants/doggrzqh3zsd0tqmnd1s.jpg,61,1750
573,Seoudi,Casual Dining,Giza,Haram,31.214011,29.998097,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203567/SmartEgypt_Restaurants/qjva6cooevi8g2jxgdjq.jpg,20,1738
574,Fish Market,Seafood,Giza,Mohandessin,31.228156,30.004371,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203567/SmartEgypt_Restaurants/dkbtqycoh3vblhmyjcvu.png,15,435
575,Fish Market,Seafood,Giza,Haram,31.202107,30.027748,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203568/SmartEgypt_Restaurants/r7lztatwg0azkbxqswip.png,15,435
576,Starbucks,Cafe,Giza,Mohandessin,31.216019,30.0072,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203569/SmartEgypt_Restaurants/pbeqno58aw7kx2m59mpl.jpg,20,1100
577,Bazooka,Burgers,Giza,Haram,31.208761,30.015101,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203570/SmartEgypt_Restaurants/weqmzbtkbdgcmtyxoa69.jpg,30,1020
578,Koshary Hend,Koshary,Giza,Haram,31.215088,30.012383,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203570/SmartEgypt_Restaurants/tyfdqtunmvdjt8xatsbk.jpg,20,280
579,Beano's,Cafe,Giza,Mohandessin,31.20383,30.004193,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203571/SmartEgypt_Restaurants/zcissditf6hbikljuahe.jpg,80,630
580,Tamara,Lebanese,Giza,Dokki,31.200065,30.00977,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203571/SmartEgypt_Restaurants/jd6ahjwtrbisnh2w5lnc.jpg,30,1650
581,Koshary Hend,Koshary,Giza,6th of October,31.228624,30.016861,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203572/SmartEgypt_Restaurants/td13gtwcboemcrjt9gyt.jpg,20,280
582,Kazouza,Egyptian Street Food,Giza,Sheikh Zayed,31.189234,30.033065,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203572/SmartEgypt_Restaurants/sjcs1zencxe7m0fxdbcc.jpg,17,280
583,Pier 88,Seafood,Giza,Haram,31.210713,30.020908,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203573/SmartEgypt_Restaurants/yjdzmrwunzpndfj1bqzx.jpg,40,1000
584,Pier 88,Seafood,Giza,6th of October,31.210304,30.026297,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203573/SmartEgypt_Restaurants/a7kpsirgpop485ztzewp.jpg,40,1000
585,Cilantro,Cafe,Giza,Sheikh Zayed,31.227591,30.018383,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203574/SmartEgypt_Restaurants/y2w27ahnvmwjtdaytcvt.jpg,59,165
586,Gad,Egyptian Cuisine,Giza,Mohandessin,31.226083,30.017081,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203574/SmartEgypt_Restaurants/x1wwrtfyrdt5cqjildqv.jpg,11,210
587,Kazouza,Egyptian Street Food,Giza,Dokki,31.221255,30.001358,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203575/SmartEgypt_Restaurants/mifi3ldbeap3ji2duunx.jpg,17,280
588,Arabiata,Egyptian Cuisine,Giza,Dokki,31.203333,30.018494,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203575/SmartEgypt_Restaurants/zxtnngpqfq2ftjuackfp.jpg,8,178
589,Peking,Asian Cuisine,Giza,Haram,31.218457,29.993632,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203576/SmartEgypt_Restaurants/xxmyelr8i48ybqt2ugv1.jpg,40,556
590,Zooba,Egyptian Street Food,Giza,Sheikh Zayed,31.194385,30.013106,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203577/SmartEgypt_Restaurants/rxh3uwzvcxiydmurudw3.jpg,26,460
591,Sizzler,Steakhouse,Giza,6th of October,31.20126,29.997573,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203577/SmartEgypt_Restaurants/fjjdwdgcku1qqvopauwu.jpg,60,800
592,Bazooka,Burgers,Giza,Haram,31.192905,30.029965,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203577/SmartEgypt_Restaurants/emj49jnz57xkfn7yrifg.jpg,30,1020
593,TBS,Bakery,Giza,Mohandessin,31.218229,30.021866,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203578/SmartEgypt_Restaurants/tcs1zzyvxfxfgmg3tbup.jpg,40,1310
594,Wel3a,Grill,Giza,6th of October,31.212438,30.032115,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203578/SmartEgypt_Restaurants/k5btmkyon60eccel6rai.jpg,5,340
595,Costa Coffee,Cafe,Giza,Mohandessin,31.225561,30.018401,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203579/SmartEgypt_Restaurants/u9fdbj673dms87m0okme.jpg,40,220
596,TBS,Bakery,Giza,6th of October,31.198816,30.015569,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203580/SmartEgypt_Restaurants/mutb5x8snhxx0tqf6jcf.jpg,40,1310
597,Paul,Bakery,Giza,Haram,31.227532,30.03307,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203580/SmartEgypt_Restaurants/ml96crg7bvkw04qf7kql.jpg,39,1099
598,Le Pacha 1901,Fine Dining,Giza,Dokki,31.226228,30.013285,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203581/SmartEgypt_Restaurants/nkbzp6zvctfed5nxjnsd.jpg,17,262
599,The Smokery,Fine Dining,Giza,Haram,31.190856,30.005392,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203581/SmartEgypt_Restaurants/j1k9orp1t32ep00nwa1d.jpg,310,3350
600,Qahwa,Cafe,Giza,Sheikh Zayed,31.201297,30.014367,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203582/SmartEgypt_Restaurants/q0luhpchn6fmwi4qjiro.png,72,815
601,Chicken Fil-A,Fried Chicken,Giza,Dokki,31.204125,30.026401,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203582/SmartEgypt_Restaurants/cvig9otyzujmqkwm2qzt.jpg,15,177
602,Makani,Grill,Giza,Mohandessin,31.222106,30.015956,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203583/SmartEgypt_Restaurants/od6dlee06mddm6n9hzkn.png,15,320
603,Maison Thomas,Italian,Giza,6th of October,31.208403,30.029716,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203584/SmartEgypt_Restaurants/erkzld7rw963nwobpfw6.webp,47,740
604,Le Pacha 1901,Fine Dining,Giza,6th of October,31.19127,29.996041,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203585/SmartEgypt_Restaurants/qtkua8h3axk0g9kbtsgo.jpg,17,262
605,Sizzler,Steakhouse,Giza,Dokki,31.219174,29.998803,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203585/SmartEgypt_Restaurants/baucf02xsalgf3zl7v8p.jpg,60,800
606,Le Pacha 1901,Fine Dining,Giza,Haram,31.189227,30.019854,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203586/SmartEgypt_Restaurants/qlheoq2jthbqnjywyetu.jpg,17,262
607,Pier 88,Seafood,Giza,6th of October,31.191428,30.017318,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203586/SmartEgypt_Restaurants/nxpjynmlfobemm4xhdnl.jpg,40,1000
608,Hawawshi El Refaay,Grill,Giza,6th of October,31.189402,30.020546,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203587/SmartEgypt_Restaurants/cvhsrdnu8rvvylzgm5hd.jpg,60,1400
609,Crave,International,Giza,Sheikh Zayed,31.19548,30.023701,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203587/SmartEgypt_Restaurants/upskoufwhesnmaotrunv.jpg,61,1750
610,Fuddruckers,Burgers,Giza,6th of October,31.200177,30.031704,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203588/SmartEgypt_Restaurants/sp16tsbaenzqmqd6rgnv.jpg,30,1020
611,Koshary Hend,Koshary,Giza,Dokki,31.217653,30.022743,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203588/SmartEgypt_Restaurants/gtxeexuajjswitbincy5.jpg,20,280
612,The Lemon Tree,Mediterranean,Hurghada,Sahl Hasheesh,33.793687,27.251303,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203589/SmartEgypt_Restaurants/bklbfzf9cox1zoc75khs.jpg,280,2780
613,Qahwa,Cafe,Hurghada,Sheraton Road,33.82976,27.270447,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203589/SmartEgypt_Restaurants/frqzd0zp9ctmjcifoehi.png,72,815
614,Caracas,Lebanese,Hurghada,Sahl Hasheesh,33.831129,27.250859,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203590/SmartEgypt_Restaurants/xmxdtmgurc8wvjuwveof.jpg,62,550
615,Caracas,Lebanese,Hurghada,Makadi Bay,33.82264,27.274199,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203590/SmartEgypt_Restaurants/h6vrmutbefklw5jcsiyr.jpg,62,550
616,Qahwa,Cafe,Hurghada,Sheraton Road,33.796179,27.243494,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203591/SmartEgypt_Restaurants/ljlzautdmppw6lteels9.png,72,815
617,Hawawshi El Refaay,Grill,Hurghada,Makadi Bay,33.80088,27.250658,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203592/SmartEgypt_Restaurants/uuotnfzlroyuvnmk6s7z.jpg,60,1400
618,Maison de Curry,Indian,Hurghada,Dahar,33.792028,27.257671,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203593/SmartEgypt_Restaurants/omentg6hcs9zhxmc66s0.jpg,699,1560
619,The Smokery,Fine Dining,Hurghada,Dahar,33.817085,27.264051,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203593/SmartEgypt_Restaurants/rotsxljup8wnobxdvev5.jpg,310,3350
620,Spectra,Casual Dining,Hurghada,Sahl Hasheesh,33.80077,27.256946,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203594/SmartEgypt_Restaurants/iwavt3kptnkoye8rjnge.jpg,80,1990
621,Starbucks,Cafe,Hurghada,El Gouna,33.819985,27.255763,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203595/SmartEgypt_Restaurants/g1hrhl0enlx1lvgw3kjc.jpg,20,1100
622,Seoudi,Casual Dining,Hurghada,El Gouna,33.817182,27.252443,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203596/SmartEgypt_Restaurants/jn4wer86z8tgdi4otyj8.jpg,20,1738
623,Makani,Grill,Hurghada,Makadi Bay,33.818437,27.256095,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203596/SmartEgypt_Restaurants/zlasdjve870r5o8vckgd.png,15,320
624,Tamara,Lebanese,Hurghada,Sheraton Road,33.811541,27.238232,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203597/SmartEgypt_Restaurants/gxderqlelghqd3bosyfn.jpg,30,1650
625,Tamara,Lebanese,Hurghada,Makadi Bay,33.820295,27.277236,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203597/SmartEgypt_Restaurants/ds4h3aytb4lu0wovfupu.jpg,30,1650
626,Gad,Egyptian Cuisine,Hurghada,El Gouna,33.814236,27.263417,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203598/SmartEgypt_Restaurants/qwqra2cqzbaw5yyotade.jpg,11,210
627,Mori Sushi,Asian Cuisine,Hurghada,Dahar,33.812841,27.271335,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203599/SmartEgypt_Restaurants/ffuzhzgc2jeyhfsn1yi3.jpg,42,1725
628,Beano's,Cafe,Hurghada,Makadi Bay,33.794379,27.248552,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203599/SmartEgypt_Restaurants/fgrsau4sg4rn25yk4wi3.jpg,80,630
629,Beano's,Cafe,Hurghada,Sahl Hasheesh,33.826397,27.254931,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203600/SmartEgypt_Restaurants/msfytbs6lwp8fr1jo9tc.jpg,80,630
630,Fuddruckers,Burgers,Hurghada,Makadi Bay,33.82725,27.258552,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203600/SmartEgypt_Restaurants/tyqemtxngl3nrqqurzbt.jpg,30,1020
631,Makani,Grill,Hurghada,El Gouna,33.791989,27.270365,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203601/SmartEgypt_Restaurants/mst7f7z3xsizfd4cv4ui.png,15,320
632,Seoudi,Casual Dining,Hurghada,Dahar,33.815551,27.254341,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203602/SmartEgypt_Restaurants/qsfroivwcrzgooz6k2co.jpg,20,1738
633,Buffalo Burger,Burgers,Hurghada,Sheraton Road,33.805851,27.27416,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203602/SmartEgypt_Restaurants/fn79ytw9hggunhm8u2er.jpg,45,807
634,Spectra,Casual Dining,Hurghada,Dahar,33.818819,27.256709,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203603/SmartEgypt_Restaurants/ow50w2vsdstfqvhcpij7.jpg,80,1990
635,Tamara,Lebanese,Hurghada,Sahl Hasheesh,33.81423,27.273997,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203603/SmartEgypt_Restaurants/ylzecx5yt63stx1wwcfq.jpg,30,1650
636,Crave,International,Hurghada,Sahl Hasheesh,33.808759,27.271949,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203604/SmartEgypt_Restaurants/pywftqylghcgsbjjka81.jpg,61,1750
637,Beano's,Cafe,Hurghada,Sheraton Road,33.814191,27.266667,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203604/SmartEgypt_Restaurants/o1nbkjrm8agi9tievylj.jpg,80,630
638,Indira,Asian Cuisine,Hurghada,Dahar,33.814844,27.241817,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203605/SmartEgypt_Restaurants/fc2vjwbro0ji2nwpgfxj.jpg,115,3575
639,Koshary Hend,Koshary,Hurghada,Dahar,33.79288,27.243055,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203605/SmartEgypt_Restaurants/e7xp6vr3g6rfvnu9getu.jpg,20,280
640,Seoudi,Casual Dining,Hurghada,Makadi Bay,33.806317,27.251149,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203606/SmartEgypt_Restaurants/otzz05srb2i3sxo9sesp.jpg,20,1738
641,Mori Sushi,Asian Cuisine,Hurghada,Sahl Hasheesh,33.813031,27.27005,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203606/SmartEgypt_Restaurants/vbgox3zeljo162jv9xqy.jpg,42,1725
642,Kazouza,Egyptian Street Food,Hurghada,Sahl Hasheesh,33.811991,27.251447,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203607/SmartEgypt_Restaurants/lgt2kuhur1ksu5ojav5y.jpg,17,280
643,Paul,Bakery,Hurghada,Sahl Hasheesh,33.806743,27.265262,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203607/SmartEgypt_Restaurants/k0yidj9ou2nbbpdddp40.jpg,39,1099
644,Fish Market,Seafood,Hurghada,El Gouna,33.820713,27.269782,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203608/SmartEgypt_Restaurants/fjshgit0cetshtx0iwy8.png,15,435
645,Chicken Fil-A,Fried Chicken,Hurghada,Makadi Bay,33.798841,27.25947,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203608/SmartEgypt_Restaurants/lich6plm39w97musxcjv.jpg,15,177
